"Time [h]","Avg [mg/l]"
0.08333333,0.314
0.1666667,0.233
0.25,0.183
0.5,0.183
0.75,0.138
1,0.107
1.5,0.06900001
2,0.056
3,0.037
4,0.023
5,0.018
6,0.014
8,0.007999999
10,0.005
12,0.002
